state,response,coverage,education,effective_to_date_(month),employmentstatus,gender,location_code,marital_status,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size
Arizona,No,Extended,High School or Below,feb/2011,Employed,M,Suburban,Married,Personal L1,Offer2,Web,SUV,Medsize
California,No,Premium,College,jan/2011,Employed,F,Rural,Married,Personal L3,Offer1,Branch,SUV,Medsize
Oregon,Yes,Extended,College,jan/2011,Employed,F,Suburban,Married,Personal L3,Offer2,Agent,Four-Door Car,Medsize
Nevada,No,Premium,High School or Below,jan/2011,Employed,F,Suburban,Married,Personal L3,Offer1,Web,Four-Door Car,Medsize
Oregon,No,Basic,High School or Below,jan/2011,Employed,M,Urban,Married,Personal L3,Offer3,Agent,Four-Door Car,Medsize
Oregon,No,Basic,Bachelor,feb/2011,Employed,F,Urban,Married,Corporate L2,Offer2,Web,Four-Door Car,Medsize
Oregon,No,Basic,Bachelor,jan/2011,Employed,M,Urban,Married,Personal L2,Offer2,Call Center,Two-Door Car,Medsize
Oregon,No,Basic,High School or Below,jan/2011,Employed,F,Rural,Married,Personal L3,Offer1,Web,SUV,Medsize
California,Yes,Basic,Master,jan/2011,Employed,F,Suburban,Divorced,Personal L2,Offer2,Branch,SUV,Medsize
California,Yes,Extended,Doctor,jan/2011,Unemployed,F,Suburban,Married,Personal L2,Offer1,Agent,Four-Door Car,Medsize
Oregon,No,Basic,College,jan/2011,Unemployed,M,Rural,Married,Personal L3,Offer1,Agent,Two-Door Car,Medsize
Oregon,No,Extended,Bachelor,feb/2011,Employed,F,Urban,Married,Personal L1,Offer1,Branch,Two-Door Car,Medsize
Arizona,No,Basic,College,jan/2011,Employed,F,Urban,Single,Personal L2,Offer1,Branch,Four-Door Car,Medsize
Oregon,No,Basic,Master,jan/2011,Employed,F,Suburban,Married,Personal L1,Offer2,Agent,Two-Door Car,Small
Nevada,No,Basic,High School or Below,feb/2011,Unemployed,M,Suburban,Single,Corporate L1,Offer4,Web,Luxury SUV,Medsize
Oregon,No,Extended,High School or Below,jan/2011,Employed,F,Rural,Married,Personal L1,Offer2,Web,Four-Door Car,Medsize
Arizona,No,Basic,College,feb/2011,Employed,F,Rural,Divorced,Personal L2,Offer4,Web,Two-Door Car,Medsize
Oregon,No,Basic,High School or Below,feb/2011,Employed,F,Suburban,Married,Personal L2,Offer3,Branch,Four-Door Car,Small
Oregon,Yes,Premium,High School or Below,jan/2011,Employed,F,Suburban,Divorced,Personal L3,Offer1,Call Center,Four-Door Car,Medsize
Nevada,No,Extended,High School or Below,feb/2011,Employed,F,Rural,Married,Personal L2,Offer2,Call Center,SUV,Medsize
California,No,Basic,Bachelor,jan/2011,Unemployed,F,Rural,Married,Personal L3,Offer3,Agent,SUV,Medsize
Oregon,No,Basic,College,jan/2011,Unemployed,M,Suburban,Single,Personal L3,Offer2,Branch,Four-Door Car,Medsize
California,No,Basic,High School or Below,jan/2011,Unemployed,M,Suburban,Married,Personal L2,Offer1,Agent,Four-Door Car,Medsize
California,Yes,Basic,College,jan/2011,Employed,M,Suburban,Married,Corporate L2,Offer2,Branch,SUV,Small
Oregon,No,Extended,High School or Below,feb/2011,Employed,M,Suburban,Married,Personal L2,Offer2,Call Center,SUV,Medsize
Washington,No,Basic,College,jan/2011,Employed,F,Urban,Married,Corporate L3,Offer1,Agent,Four-Door Car,Medsize
Arizona,No,Basic,College,feb/2011,Unemployed,F,Suburban,Single,Personal L3,Offer2,Agent,SUV,Large
California,Yes,Extended,College,feb/2011,Retired,F,Suburban,Single,Personal L2,Offer1,Branch,Four-Door Car,Small
Oregon,No,Extended,College,jan/2011,Unemployed,M,Suburban,Married,Corporate L2,Offer4,Agent,SUV,Small
Arizona,No,Extended,College,jan/2011,Unemployed,F,Suburban,Married,Personal L2,Offer1,Branch,Four-Door Car,Medsize
Oregon,No,Extended,Bachelor,feb/2011,Unemployed,F,Suburban,Single,Personal L2,Offer2,Web,Four-Door Car,Large
Arizona,No,Basic,College,jan/2011,Employed,F,Urban,Married,Personal L2,Offer3,Call Center,SUV,Medsize
Oregon,No,Extended,College,jan/2011,Unemployed,F,Suburban,Divorced,Corporate L3,Offer1,Branch,Sports Car,Medsize
Washington,No,Basic,High School or Below,jan/2011,Employed,M,Suburban,Married,Corporate L3,Offer4,Call Center,Two-Door Car,Medsize
Arizona,No,Extended,Bachelor,jan/2011,Employed,M,Urban,Married,Corporate L2,Offer2,Branch,Four-Door Car,Medsize
Nevada,Yes,Extended,High School or Below,feb/2011,Employed,F,Suburban,Divorced,Corporate L3,Offer2,Agent,Four-Door Car,Medsize
Oregon,Yes,Extended,Master,feb/2011,Retired,F,Suburban,Married,Personal L3,Offer2,Agent,Two-Door Car,Medsize
California,No,Extended,High School or Below,feb/2011,Employed,F,Suburban,Married,Personal L3,Offer2,Call Center,Four-Door Car,Medsize
California,No,Basic,Bachelor,jan/2011,Employed,M,Urban,Married,Personal L2,Offer2,Agent,Two-Door Car,Medsize
California,No,Extended,Master,feb/2011,Unemployed,F,Rural,Married,Personal L1,Offer1,Branch,SUV,Small
Oregon,No,Basic,High School or Below,feb/2011,Medical Leave,M,Suburban,Divorced,Personal L1,Offer2,Branch,Two-Door Car,Medsize
California,No,Basic,College,feb/2011,Employed,M,Urban,Married,Personal L1,Offer4,Branch,SUV,Medsize
California,No,Extended,Bachelor,jan/2011,Employed,F,Urban,Married,Personal L3,Offer3,Branch,SUV,Medsize
California,No,Basic,Doctor,jan/2011,Employed,M,Urban,Divorced,Personal L2,Offer3,Agent,Two-Door Car,Medsize
California,No,Extended,Master,jan/2011,Employed,M,Suburban,Married,Personal L3,Offer2,Call Center,Four-Door Car,Small
California,No,Basic,Bachelor,feb/2011,Employed,F,Suburban,Married,Personal L3,Offer4,Call Center,Four-Door Car,Medsize
Oregon,No,Basic,High School or Below,jan/2011,Unemployed,M,Suburban,Single,Corporate L2,Offer2,Call Center,Four-Door Car,Medsize
Oregon,No,Premium,Bachelor,feb/2011,Employed,M,Rural,Married,Personal L1,Offer1,Agent,Sports Car,Medsize
Nevada,No,Basic,College,jan/2011,Medical Leave,F,Suburban,Married,Personal L2,Offer1,Branch,Four-Door Car,Medsize
Arizona,Yes,Extended,High School or Below,jan/2011,Unemployed,M,Suburban,Single,Personal L2,Offer1,Agent,Two-Door Car,Medsize
Oregon,No,Basic,College,jan/2011,Employed,F,Rural,Married,Personal L1,Offer3,Agent,Luxury Car,Medsize
California,No,Extended,Master,feb/2011,Employed,M,Suburban,Married,Corporate L1,Offer3,Agent,Four-Door Car,Medsize
Nevada,No,Basic,High School or Below,jan/2011,Medical Leave,M,Suburban,Married,Personal L3,Offer2,Web,Sports Car,Medsize
Oregon,No,Basic,Bachelor,jan/2011,Unemployed,M,Suburban,Married,Corporate L2,Offer3,Web,SUV,Medsize
Oregon,Yes,Basic,College,feb/2011,Medical Leave,F,Suburban,Single,Personal L2,Offer1,Web,Two-Door Car,Medsize
Nevada,No,Basic,High School or Below,feb/2011,Unemployed,F,Suburban,Single,Personal L3,Offer2,Agent,SUV,Small
Washington,No,Extended,College,feb/2011,Employed,F,Suburban,Married,Personal L3,Offer1,Agent,Four-Door Car,Medsize
Oregon,No,Basic,College,feb/2011,Employed,F,Urban,Married,Personal L3,Offer4,Agent,Two-Door Car,Medsize
Oregon,No,Basic,Bachelor,feb/2011,Disabled,M,Suburban,Single,Personal L3,Offer2,Branch,Four-Door Car,Medsize
Arizona,No,Basic,High School or Below,jan/2011,Employed,M,Suburban,Married,Corporate L3,Offer4,Web,SUV,Medsize
California,No,Extended,College,feb/2011,Employed,M,Suburban,Married,Personal L3,Offer1,Agent,Four-Door Car,Medsize
Oregon,No,Basic,Bachelor,feb/2011,Employed,F,Suburban,Divorced,Personal L3,Offer1,Web,Four-Door Car,Large
Washington,Yes,Basic,College,feb/2011,Employed,M,Suburban,Married,Personal L2,Offer2,Web,Four-Door Car,Medsize
Nevada,No,Extended,Doctor,jan/2011,Employed,F,Rural,Married,Corporate L2,Offer2,Agent,Two-Door Car,Medsize
Oregon,No,Premium,High School or Below,feb/2011,Employed,F,Suburban,Married,Corporate L2,Offer1,Agent,Four-Door Car,Medsize
California,Yes,Basic,Bachelor,jan/2011,Employed,M,Suburban,Divorced,Corporate L2,Offer2,Call Center,Two-Door Car,Small
California,No,Basic,College,jan/2011,Unemployed,F,Urban,Married,Personal L3,Offer4,Web,Four-Door Car,Medsize
California,No,Extended,High School or Below,jan/2011,Unemployed,M,Suburban,Married,Personal L3,Offer1,Branch,Luxury Car,Small
Arizona,No,Premium,College,jan/2011,Employed,F,Suburban,Married,Personal L2,Offer1,Branch,Four-Door Car,Medsize
Washington,Yes,Basic,Bachelor,jan/2011,Retired,M,Suburban,Married,Corporate L3,Offer1,Branch,Four-Door Car,Medsize
California,No,Extended,High School or Below,jan/2011,Employed,M,Rural,Divorced,Personal L3,Offer2,Agent,Four-Door Car,Medsize
Oregon,Yes,Basic,College,feb/2011,Employed,M,Urban,Married,Personal L3,Offer2,Agent,Sports Car,Medsize
Oregon,No,Basic,Doctor,feb/2011,Employed,M,Rural,Married,Personal L3,Offer2,Call Center,Four-Door Car,Medsize
California,Yes,Extended,Bachelor,feb/2011,Retired,F,Suburban,Single,Personal L3,Offer1,Agent,SUV,Medsize
California,Yes,Extended,High School or Below,feb/2011,Unemployed,F,Suburban,Married,Corporate L3,Offer1,Agent,Four-Door Car,Large
Oregon,No,Premium,Bachelor,jan/2011,Employed,F,Rural,Married,Personal L1,Offer2,Agent,Four-Door Car,Medsize
California,Yes,Premium,College,jan/2011,Employed,M,Suburban,Married,Corporate L2,Offer1,Branch,Two-Door Car,Medsize
California,Yes,Extended,Master,jan/2011,Unemployed,M,Suburban,Single,Corporate L2,Offer1,Agent,SUV,Small
Oregon,No,Basic,High School or Below,feb/2011,Employed,M,Suburban,Divorced,Personal L1,Offer3,Agent,Two-Door Car,Small
Arizona,Yes,Basic,Bachelor,jan/2011,Retired,M,Suburban,Divorced,Personal L3,Offer1,Agent,Four-Door Car,Large
Nevada,No,Basic,Bachelor,jan/2011,Employed,F,Rural,Married,Personal L3,Offer1,Call Center,SUV,Medsize
California,No,Extended,College,jan/2011,Employed,F,Rural,Married,Corporate L2,Offer4,Branch,Four-Door Car,Medsize
Arizona,No,Premium,Bachelor,feb/2011,Employed,M,Suburban,Married,Personal L3,Offer3,Branch,SUV,Medsize
Arizona,No,Extended,High School or Below,feb/2011,Employed,M,Rural,Married,Personal L3,Offer2,Agent,SUV,Medsize
Arizona,Yes,Basic,Bachelor,jan/2011,Unemployed,F,Suburban,Married,Corporate L3,Offer2,Call Center,Four-Door Car,Large
California,No,Basic,College,jan/2011,Employed,F,Rural,Divorced,Corporate L1,Offer4,Call Center,Four-Door Car,Large
Washington,No,Extended,Bachelor,jan/2011,Disabled,M,Rural,Divorced,Personal L2,Offer1,Web,Two-Door Car,Medsize
Arizona,No,Extended,College,jan/2011,Employed,M,Rural,Divorced,Personal L1,Offer1,Web,Four-Door Car,Medsize
California,No,Extended,High School or Below,feb/2011,Employed,M,Rural,Married,Personal L3,Offer2,Agent,Four-Door Car,Large
Oregon,No,Extended,College,jan/2011,Employed,M,Rural,Divorced,Personal L2,Offer1,Branch,Four-Door Car,Medsize
California,Yes,Extended,College,feb/2011,Retired,M,Suburban,Single,Personal L3,Offer1,Agent,Four-Door Car,Medsize
Oregon,No,Basic,Master,feb/2011,Unemployed,F,Suburban,Divorced,Personal L1,Offer1,Branch,Four-Door Car,Small
California,No,Premium,College,jan/2011,Unemployed,M,Suburban,Single,Corporate L2,Offer1,Call Center,SUV,Medsize
Washington,No,Extended,College,jan/2011,Employed,F,Urban,Married,Personal L1,Offer2,Web,Four-Door Car,Small
Nevada,No,Basic,Bachelor,jan/2011,Employed,F,Rural,Married,Personal L1,Offer2,Agent,Four-Door Car,Medsize
Nevada,No,Basic,High School or Below,jan/2011,Employed,F,Suburban,Divorced,Personal L1,Offer2,Web,Four-Door Car,Small
California,No,Basic,High School or Below,jan/2011,Employed,M,Urban,Married,Personal L2,Offer2,Agent,Four-Door Car,Large
California,No,Basic,High School or Below,jan/2011,Employed,F,Suburban,Married,Personal L2,Offer2,Agent,Four-Door Car,Medsize
Nevada,No,Premium,Bachelor,feb/2011,Employed,F,Rural,Divorced,Corporate L3,Offer3,Agent,Four-Door Car,Medsize
Oregon,No,Basic,High School or Below,jan/2011,Retired,M,Suburban,Single,Corporate L2,Offer1,Call Center,SUV,Medsize
California,No,Basic,High School or Below,feb/2011,Employed,M,Suburban,Married,Personal L3,Offer1,Branch,Four-Door Car,Large
Washington,No,Basic,Bachelor,jan/2011,Unemployed,M,Suburban,Single,Personal L3,Offer2,Branch,Four-Door Car,Small
California,No,Basic,Doctor,feb/2011,Employed,M,Rural,Single,Personal L2,Offer2,Agent,Four-Door Car,Medsize
California,No,Extended,Bachelor,feb/2011,Employed,F,Rural,Married,Personal L3,Offer3,Call Center,Four-Door Car,Medsize
Washington,No,Basic,College,feb/2011,Employed,M,Suburban,Divorced,Personal L2,Offer3,Web,SUV,Small
Arizona,No,Basic,High School or Below,jan/2011,Unemployed,M,Suburban,Married,Personal L2,Offer4,Agent,Luxury Car,Small
Arizona,Yes,Premium,Bachelor,feb/2011,Employed,F,Rural,Divorced,Personal L2,Offer2,Agent,Four-Door Car,Medsize
Oregon,No,Extended,High School or Below,feb/2011,Employed,M,Suburban,Married,Personal L3,Offer2,Agent,Four-Door Car,Medsize
Arizona,No,Basic,High School or Below,jan/2011,Disabled,M,Suburban,Married,Personal L3,Offer1,Branch,Two-Door Car,Medsize
Oregon,No,Basic,Master,jan/2011,Employed,M,Rural,Divorced,Personal L3,Offer4,Web,Four-Door Car,Small
Nevada,No,Basic,Bachelor,jan/2011,Employed,F,Rural,Married,Personal L3,Offer1,Web,SUV,Small
Washington,No,Basic,High School or Below,jan/2011,Medical Leave,M,Suburban,Divorced,Personal L2,Offer3,Call Center,Two-Door Car,Large
Oregon,No,Basic,College,jan/2011,Unemployed,M,Suburban,Single,Personal L3,Offer1,Branch,Two-Door Car,Small
California,No,Basic,College,jan/2011,Unemployed,F,Suburban,Divorced,Corporate L3,Offer3,Branch,Four-Door Car,Small
Arizona,Yes,Extended,College,feb/2011,Employed,M,Suburban,Married,Corporate L2,Offer1,Branch,Four-Door Car,Medsize
Oregon,No,Premium,Master,jan/2011,Medical Leave,F,Suburban,Single,Personal L3,Offer1,Agent,Four-Door Car,Small
California,No,Extended,College,jan/2011,Employed,F,Suburban,Single,Special L3,Offer1,Branch,Four-Door Car,Small
California,No,Basic,College,jan/2011,Employed,M,Urban,Single,Personal L2,Offer3,Agent,Four-Door Car,Medsize
Arizona,No,Basic,Bachelor,jan/2011,Employed,F,Urban,Single,Personal L3,Offer3,Call Center,Four-Door Car,Medsize
Nevada,No,Extended,College,jan/2011,Employed,F,Suburban,Married,Personal L3,Offer2,Branch,Four-Door Car,Small
Arizona,No,Basic,College,feb/2011,Unemployed,F,Suburban,Married,Personal L2,Offer2,Agent,SUV,Medsize
California,No,Extended,High School or Below,jan/2011,Employed,M,Urban,Married,Corporate L2,Offer2,Call Center,Two-Door Car,Large
California,No,Extended,Master,jan/2011,Employed,F,Urban,Married,Corporate L1,Offer3,Branch,SUV,Medsize
California,No,Extended,High School or Below,feb/2011,Employed,M,Rural,Single,Personal L3,Offer1,Agent,Four-Door Car,Medsize
California,No,Basic,College,jan/2011,Unemployed,M,Suburban,Single,Personal L3,Offer1,Web,Four-Door Car,Medsize
California,No,Basic,College,jan/2011,Employed,M,Suburban,Divorced,Personal L3,Offer3,Agent,Four-Door Car,Medsize
Oregon,No,Basic,High School or Below,feb/2011,Medical Leave,F,Suburban,Married,Personal L2,Offer2,Web,Four-Door Car,Small
Arizona,No,Basic,College,feb/2011,Unemployed,F,Suburban,Married,Personal L1,Offer1,Branch,Four-Door Car,Large
Washington,No,Basic,Master,feb/2011,Employed,M,Rural,Married,Corporate L3,Offer1,Agent,SUV,Medsize
California,No,Basic,College,feb/2011,Unemployed,M,Suburban,Single,Personal L3,Offer3,Branch,Luxury SUV,Small
Arizona,No,Extended,High School or Below,jan/2011,Employed,F,Suburban,Single,Personal L3,Offer3,Agent,Luxury Car,Small
Nevada,No,Basic,College,jan/2011,Employed,M,Suburban,Married,Personal L3,Offer1,Agent,Four-Door Car,Medsize
California,No,Basic,Doctor,jan/2011,Employed,M,Suburban,Single,Corporate L2,Offer3,Agent,Two-Door Car,Small
Oregon,No,Basic,High School or Below,jan/2011,Employed,F,Suburban,Divorced,Corporate L2,Offer2,Call Center,Two-Door Car,Small
California,No,Extended,Bachelor,feb/2011,Employed,M,Rural,Married,Corporate L1,Offer1,Agent,Four-Door Car,Medsize
Oregon,No,Extended,College,jan/2011,Employed,M,Rural,Married,Personal L1,Offer2,Branch,Four-Door Car,Medsize
Arizona,No,Basic,High School or Below,feb/2011,Unemployed,M,Suburban,Single,Personal L2,Offer2,Call Center,Two-Door Car,Medsize
Oregon,No,Basic,High School or Below,jan/2011,Employed,M,Urban,Married,Personal L1,Offer3,Agent,Four-Door Car,Large
Arizona,No,Basic,High School or Below,jan/2011,Employed,F,Rural,Married,Personal L1,Offer2,Branch,Four-Door Car,Medsize
Arizona,No,Basic,Master,feb/2011,Employed,F,Suburban,Single,Personal L3,Offer2,Agent,Two-Door Car,Medsize
Arizona,No,Basic,College,jan/2011,Employed,M,Rural,Married,Personal L2,Offer2,Branch,Four-Door Car,Medsize
Arizona,No,Extended,Master,feb/2011,Employed,M,Suburban,Divorced,Corporate L3,Offer2,Agent,Two-Door Car,Medsize
Oregon,No,Extended,Doctor,feb/2011,Employed,M,Rural,Married,Personal L2,Offer4,Web,Four-Door Car,Medsize
Arizona,No,Extended,College,feb/2011,Unemployed,M,Suburban,Single,Corporate L3,Offer4,Call Center,Two-Door Car,Medsize
Oregon,No,Basic,Bachelor,jan/2011,Employed,F,Rural,Single,Corporate L3,Offer1,Call Center,Luxury SUV,Medsize
Oregon,Yes,Extended,College,jan/2011,Medical Leave,M,Suburban,Married,Personal L3,Offer2,Branch,Four-Door Car,Small
California,No,Basic,High School or Below,feb/2011,Unemployed,F,Suburban,Single,Personal L2,Offer2,Call Center,Two-Door Car,Medsize
Oregon,No,Basic,High School or Below,jan/2011,Employed,F,Urban,Married,Corporate L3,Offer4,Call Center,Sports Car,Medsize
Washington,No,Basic,Bachelor,jan/2011,Employed,M,Urban,Married,Personal L2,Offer2,Call Center,Four-Door Car,Medsize
California,No,Basic,Bachelor,jan/2011,Unemployed,F,Suburban,Married,Personal L3,Offer2,Web,Four-Door Car,Medsize
California,No,Premium,Bachelor,jan/2011,Employed,M,Urban,Married,Corporate L3,Offer3,Agent,Four-Door Car,Medsize
Arizona,No,Basic,Bachelor,jan/2011,Employed,F,Rural,Married,Personal L3,Offer4,Call Center,Luxury Car,Medsize
Washington,No,Basic,High School or Below,jan/2011,Employed,M,Suburban,Married,Personal L2,Offer2,Branch,Four-Door Car,Small
Oregon,No,Basic,College,feb/2011,Employed,F,Suburban,Married,Corporate L3,Offer2,Call Center,Four-Door Car,Small
California,No,Basic,High School or Below,jan/2011,Unemployed,F,Suburban,Married,Corporate L3,Offer3,Agent,SUV,Medsize
California,No,Basic,High School or Below,jan/2011,Employed,F,Suburban,Married,Personal L2,Offer4,Call Center,Four-Door Car,Small
Oregon,No,Basic,High School or Below,feb/2011,Employed,M,Suburban,Married,Personal L2,Offer2,Call Center,SUV,Small
Oregon,No,Basic,Bachelor,feb/2011,Unemployed,F,Suburban,Married,Corporate L3,Offer1,Agent,Two-Door Car,Small
California,No,Basic,College,jan/2011,Employed,F,Urban,Married,Personal L1,Offer2,Agent,Four-Door Car,Medsize
Arizona,No,Extended,Doctor,feb/2011,Employed,M,Rural,Single,Personal L1,Offer1,Agent,Sports Car,Medsize
Nevada,No,Basic,College,jan/2011,Employed,F,Rural,Married,Personal L2,Offer4,Agent,SUV,Small
Arizona,No,Premium,College,jan/2011,Employed,M,Suburban,Married,Personal L2,Offer2,Call Center,Two-Door Car,Medsize
Washington,Yes,Extended,College,jan/2011,Employed,F,Rural,Married,Personal L1,Offer2,Call Center,Two-Door Car,Small
Oregon,No,Premium,Bachelor,jan/2011,Employed,M,Suburban,Divorced,Personal L1,Offer2,Branch,Four-Door Car,Medsize
California,No,Extended,High School or Below,jan/2011,Unemployed,F,Suburban,Single,Personal L3,Offer4,Branch,Two-Door Car,Large
Oregon,No,Basic,Doctor,jan/2011,Unemployed,F,Suburban,Married,Personal L3,Offer2,Agent,Four-Door Car,Small
Nevada,Yes,Basic,High School or Below,feb/2011,Disabled,F,Suburban,Married,Special L2,Offer2,Agent,SUV,Small
California,No,Extended,College,feb/2011,Employed,M,Rural,Divorced,Special L1,Offer3,Web,Four-Door Car,Medsize
California,No,Basic,Bachelor,feb/2011,Employed,F,Suburban,Married,Personal L2,Offer1,Call Center,Four-Door Car,Medsize
Oregon,Yes,Extended,College,feb/2011,Employed,F,Suburban,Married,Personal L2,Offer1,Branch,Luxury Car,Small
California,No,Premium,Bachelor,feb/2011,Employed,F,Suburban,Married,Personal L2,Offer1,Branch,Four-Door Car,Medsize
Nevada,No,Basic,High School or Below,jan/2011,Employed,F,Urban,Married,Personal L2,Offer2,Call Center,Two-Door Car,Medsize
Oregon,No,Basic,Bachelor,feb/2011,Employed,M,Rural,Married,Personal L1,Offer4,Branch,Two-Door Car,Medsize
California,No,Basic,Master,jan/2011,Employed,M,Urban,Married,Personal L1,Offer3,Agent,Four-Door Car,Medsize
Washington,No,Extended,College,jan/2011,Employed,F,Rural,Married,Personal L2,Offer3,Agent,Four-Door Car,Medsize
California,No,Basic,Master,feb/2011,Employed,F,Rural,Married,Personal L3,Offer2,Branch,Four-Door Car,Medsize
Oregon,No,Basic,Bachelor,jan/2011,Employed,F,Suburban,Married,Personal L3,Offer4,Branch,Four-Door Car,Medsize
Arizona,No,Basic,Bachelor,jan/2011,Employed,M,Urban,Married,Personal L1,Offer2,Web,Four-Door Car,Medsize
Oregon,No,Extended,High School or Below,feb/2011,Unemployed,M,Suburban,Single,Corporate L2,Offer1,Branch,Two-Door Car,Medsize
Washington,No,Extended,College,jan/2011,Employed,M,Suburban,Married,Personal L2,Offer4,Call Center,Four-Door Car,Medsize
California,Yes,Extended,Master,feb/2011,Unemployed,F,Suburban,Single,Personal L2,Offer1,Branch,Sports Car,Medsize
California,No,Basic,High School or Below,feb/2011,Employed,F,Suburban,Married,Personal L2,Offer4,Call Center,Four-Door Car,Small
California,No,Extended,College,feb/2011,Employed,F,Rural,Divorced,Personal L3,Offer4,Agent,Four-Door Car,Medsize
California,No,Basic,Bachelor,feb/2011,Disabled,F,Suburban,Married,Personal L1,Offer1,Web,SUV,Medsize
Washington,No,Extended,High School or Below,jan/2011,Employed,F,Rural,Married,Personal L3,Offer2,Agent,Four-Door Car,Medsize
Arizona,No,Basic,College,jan/2011,Employed,F,Suburban,Divorced,Personal L3,Offer1,Agent,Four-Door Car,Small
Oregon,No,Basic,Bachelor,jan/2011,Employed,F,Urban,Divorced,Personal L1,Offer4,Call Center,Four-Door Car,Small
Oregon,Yes,Extended,College,jan/2011,Employed,M,Urban,Divorced,Personal L2,Offer2,Call Center,Four-Door Car,Medsize
Oregon,No,Premium,High School or Below,jan/2011,Employed,M,Rural,Married,Personal L3,Offer2,Agent,SUV,Medsize
Oregon,No,Basic,Bachelor,jan/2011,Unemployed,M,Suburban,Divorced,Personal L3,Offer1,Branch,SUV,Small
California,No,Premium,College,jan/2011,Disabled,M,Suburban,Divorced,Personal L3,Offer4,Agent,SUV,Small
California,No,Basic,Bachelor,jan/2011,Employed,F,Suburban,Married,Corporate L2,Offer3,Call Center,Four-Door Car,Medsize
California,Yes,Basic,Bachelor,feb/2011,Disabled,M,Suburban,Married,Personal L2,Offer1,Branch,Sports Car,Large
Nevada,No,Extended,College,jan/2011,Employed,F,Urban,Divorced,Personal L3,Offer1,Web,Four-Door Car,Small
Arizona,No,Premium,College,jan/2011,Employed,M,Suburban,Married,Personal L3,Offer1,Agent,SUV,Medsize
Nevada,No,Basic,Bachelor,jan/2011,Employed,F,Rural,Married,Corporate L3,Offer1,Branch,Luxury SUV,Medsize
Oregon,No,Extended,High School or Below,jan/2011,Employed,M,Suburban,Single,Corporate L3,Offer4,Call Center,Four-Door Car,Small
Oregon,No,Basic,High School or Below,feb/2011,Unemployed,M,Suburban,Married,Personal L3,Offer2,Agent,Sports Car,Medsize
California,No,Premium,High School or Below,jan/2011,Employed,F,Suburban,Married,Corporate L1,Offer2,Agent,SUV,Medsize
California,No,Premium,High School or Below,jan/2011,Employed,M,Urban,Married,Corporate L2,Offer1,Call Center,SUV,Small
Arizona,No,Basic,High School or Below,jan/2011,Unemployed,F,Suburban,Married,Personal L3,Offer1,Agent,Four-Door Car,Small
Oregon,No,Extended,Bachelor,jan/2011,Employed,M,Suburban,Married,Corporate L3,Offer3,Call Center,SUV,Small
California,No,Basic,High School or Below,feb/2011,Employed,F,Suburban,Married,Personal L1,Offer3,Agent,Sports Car,Medsize
Oregon,No,Extended,High School or Below,feb/2011,Employed,M,Suburban,Single,Personal L3,Offer2,Call Center,Four-Door Car,Medsize
Washington,Yes,Basic,Bachelor,jan/2011,Employed,M,Suburban,Married,Personal L3,Offer2,Agent,Two-Door Car,Medsize
Oregon,No,Extended,High School or Below,feb/2011,Employed,M,Suburban,Married,Personal L2,Offer2,Branch,Two-Door Car,Medsize
California,No,Premium,College,feb/2011,Unemployed,M,Suburban,Single,Personal L3,Offer1,Branch,Four-Door Car,Medsize
Oregon,No,Extended,College,jan/2011,Employed,M,Rural,Married,Personal L2,Offer1,Web,Two-Door Car,Medsize
California,No,Basic,Bachelor,feb/2011,Employed,M,Suburban,Married,Personal L2,Offer4,Branch,Two-Door Car,Small
Arizona,Yes,Basic,High School or Below,feb/2011,Medical Leave,M,Suburban,Single,Special L3,Offer1,Call Center,SUV,Medsize
Washington,No,Basic,High School or Below,jan/2011,Unemployed,F,Suburban,Single,Personal L3,Offer1,Agent,Four-Door Car,Small
California,Yes,Basic,College,jan/2011,Retired,M,Suburban,Married,Personal L2,Offer2,Agent,Two-Door Car,Medsize
Arizona,No,Basic,High School or Below,jan/2011,Employed,M,Urban,Married,Personal L3,Offer3,Branch,Four-Door Car,Large
California,No,Basic,Bachelor,jan/2011,Unemployed,M,Suburban,Married,Personal L3,Offer3,Branch,SUV,Medsize
California,No,Extended,Bachelor,jan/2011,Employed,F,Suburban,Married,Personal L3,Offer3,Agent,Luxury SUV,Medsize
California,No,Extended,High School or Below,feb/2011,Unemployed,F,Suburban,Married,Personal L3,Offer2,Web,SUV,Medsize
California,No,Basic,College,jan/2011,Unemployed,M,Suburban,Divorced,Personal L3,Offer2,Web,Four-Door Car,Large
California,No,Basic,College,jan/2011,Employed,M,Urban,Married,Personal L3,Offer3,Agent,Four-Door Car,Medsize
Washington,No,Extended,High School or Below,jan/2011,Employed,M,Suburban,Married,Personal L3,Offer4,Call Center,Four-Door Car,Large
Oregon,Yes,Premium,Bachelor,jan/2011,Employed,F,Suburban,Single,Special L3,Offer2,Agent,Luxury Car,Medsize
Arizona,Yes,Basic,High School or Below,jan/2011,Employed,M,Suburban,Married,Corporate L2,Offer2,Agent,Four-Door Car,Medsize
Washington,No,Premium,Bachelor,jan/2011,Unemployed,F,Suburban,Married,Personal L3,Offer1,Branch,Luxury Car,Medsize
California,No,Extended,College,feb/2011,Unemployed,F,Suburban,Single,Personal L2,Offer1,Call Center,Two-Door Car,Large
Oregon,No,Basic,Doctor,jan/2011,Employed,M,Rural,Married,Personal L2,Offer2,Branch,Sports Car,Medsize
Washington,No,Premium,High School or Below,jan/2011,Employed,M,Urban,Married,Corporate L3,Offer1,Call Center,Four-Door Car,Medsize
